"cbo_codigo","n_profissionais","ano","competencia","universo","categoria_estudo"
"225280",43,2025,"2025-12","principal","Medicina"
"225285",121,2025,"2025-12","principal","Medicina"
"225290",23,2025,"2025-12","principal","Medicina"
"225295",2,2025,"2025-12","principal","Medicina"
"225305",4,2025,"2025-12","principal","Medicina"
"225310",24,2025,"2025-12","principal","Medicina"
"225315",7,2025,"2025-12","principal","Medicina"
"225320",202,2025,"2025-12","principal","Medicina"
"225325",4,2025,"2025-12","principal","Medicina"
"225330",12,2025,"2025-12","principal","Medicina"
"225335",8,2025,"2025-12","principal","Medicina"
"225340",9,2025,"2025-12","principal","Medicina"
"225345",2,2025,"2025-12","principal","Medicina"
"225355",1,2025,"2025-12","principal","Medicina"
"226305",7,2025,"2025-12","apoio_ou_outra",NA
"226310",6,2025,"2025-12","apoio_ou_outra",NA
"232120",1,2025,"2025-12","apoio_ou_outra",NA
"239405",3,2025,"2025-12","apoio_ou_outra",NA
"239410",1,2025,"2025-12","apoio_ou_outra",NA
"239415",6,2025,"2025-12","apoio_ou_outra",NA
"239425",17,2025,"2025-12","apoio_ou_outra",NA
"239440",3,2025,"2025-12","apoio_ou_outra",NA
"251505",3,2025,"2025-12","multiprofissional","Psicologia"
"251510",389,2025,"2025-12","multiprofissional","Psicologia"
"251520",6,2025,"2025-12","multiprofissional","Psicologia"
"251530",1,2025,"2025-12","multiprofissional","Psicologia"
"251535",1,2025,"2025-12","multiprofissional","Psicologia"
"251540",5,2025,"2025-12","multiprofissional","Psicologia"
"251545",12,2025,"2025-12","multiprofissional","Psicologia"
"251550",3,2025,"2025-12","multiprofissional","Psicologia"
"251555",2,2025,"2025-12","multiprofissional","Psicologia"
"251605",237,2025,"2025-12","multiprofissional","Serviço social"
"252105",33,2025,"2025-12","apoio_ou_outra",NA
"252205",5,2025,"2025-12","apoio_ou_outra",NA
"252210",4,2025,"2025-12","apoio_ou_outra",NA
"252305",10,2025,"2025-12","apoio_ou_outra",NA
"252510",1,2025,"2025-12","apoio_ou_outra",NA
"261205",1,2025,"2025-12","apoio_ou_outra",NA
"261305",1,2025,"2025-12","apoio_ou_outra",NA
"262405",2,2025,"2025-12","apoio_ou_outra",NA
"271105",1,2025,"2025-12","apoio_ou_outra",NA
"300305",1,2025,"2025-12","apoio_ou_outra",NA
"301110",3,2025,"2025-12","apoio_ou_outra",NA
"312105",1,2025,"2025-12","apoio_ou_outra",NA
"313120",1,2025,"2025-12","apoio_ou_outra",NA
"313215",1,2025,"2025-12","apoio_ou_outra",NA
"313220",5,2025,"2025-12","apoio_ou_outra",NA
"313305",1,2025,"2025-12","apoio_ou_outra",NA
"314115",1,2025,"2025-12","apoio_ou_outra",NA
"314405",1,2025,"2025-12","apoio_ou_outra",NA
"317110",4,2025,"2025-12","apoio_ou_outra",NA
"317205",2,2025,"2025-12","apoio_ou_outra",NA
"317210",3,2025,"2025-12","apoio_ou_outra",NA
"322105",1,2025,"2025-12","apoio_ou_outra",NA
"322110",3,2025,"2025-12","apoio_ou_outra",NA
"322120",3,2025,"2025-12","apoio_ou_outra",NA
"322125",1,2025,"2025-12","apoio_ou_outra",NA
"322205",3453,2025,"2025-12","principal","Enfermagem – técnicos e auxiliares"
"322210",4,2025,"2025-12","principal","Enfermagem – técnicos e auxiliares"
"322215",1,2025,"2025-12","principal","Enfermagem – técnicos e auxiliares"
"322225",85,2025,"2025-12","principal","Enfermagem – técnicos e auxiliares"
"322230",779,2025,"2025-12","principal","Enfermagem – técnicos e auxiliares"
"322235",2,2025,"2025-12","principal","Enfermagem – técnicos e auxiliares"
"322245",85,2025,"2025-12","principal","Enfermagem – técnicos e auxiliares"
"322255",184,2025,"2025-12","principal","Enfermagem – técnicos e auxiliares"
"322305",1,2025,"2025-12","apoio_ou_outra",NA
"322405",8,2025,"2025-12","principal","Odontologia e saúde bucal"
"322415",110,2025,"2025-12","principal","Odontologia e saúde bucal"
"322430",22,2025,"2025-12","principal","Odontologia e saúde bucal"
"322605",8,2025,"2025-12","principal","Instrumentação cirúrgica"
"324115",231,2025,"2025-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"324120",16,2025,"2025-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"324205",292,2025,"2025-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"324220",1,2025,"2025-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"325105",27,2025,"2025-12","principal","Farmácia – técnicos e auxiliares"
"325110",4,2025,"2025-12","principal","Farmácia – técnicos e auxiliares"
"325115",179,2025,"2025-12","principal","Farmácia – técnicos e auxiliares"
"325205",1,2025,"2025-12","apoio_ou_outra",NA
"331105",1,2025,"2025-12","apoio_ou_outra",NA
"333110",1,2025,"2025-12","apoio_ou_outra",NA
"351105",2,2025,"2025-12","apoio_ou_outra",NA
"351505",1,2025,"2025-12","apoio_ou_outra",NA
"351605",19,2025,"2025-12","apoio_ou_outra",NA
"352210",2,2025,"2025-12","apoio_ou_outra",NA
"354125",2,2025,"2025-12","apoio_ou_outra",NA
"354205",1,2025,"2025-12","apoio_ou_outra",NA
"354210",2,2025,"2025-12","apoio_ou_outra",NA
"354705",1,2025,"2025-12","apoio_ou_outra",NA
"371105",2,2025,"2025-12","apoio_ou_outra",NA
"371410",1,2025,"2025-12","apoio_ou_outra",NA
"391115",2,2025,"2025-12","apoio_ou_outra",NA
"391205",2,2025,"2025-12","apoio_ou_outra",NA
"391210",5,2025,"2025-12","apoio_ou_outra",NA
"410105",45,2025,"2025-12","apoio_ou_outra",NA
"410205",1,2025,"2025-12","apoio_ou_outra",NA
"410215",2,2025,"2025-12","apoio_ou_outra",NA
"410220",2,2025,"2025-12","apoio_ou_outra",NA
"410235",2,2025,"2025-12","apoio_ou_outra",NA
"411005",324,2025,"2025-12","apoio_ou_outra",NA
"411010",625,2025,"2025-12","apoio_ou_outra",NA
"411030",7,2025,"2025-12","apoio_ou_outra",NA
"412110",33,2025,"2025-12","apoio_ou_outra",NA
"412205",1,2025,"2025-12","apoio_ou_outra",NA
"413105",1,2025,"2025-12","apoio_ou_outra",NA
"413110",13,2025,"2025-12","apoio_ou_outra",NA
"413115",59,2025,"2025-12","apoio_ou_outra",NA
"414105",10,2025,"2025-12","apoio_ou_outra",NA
"414125",10,2025,"2025-12","apoio_ou_outra",NA
"415105",4,2025,"2025-12","apoio_ou_outra",NA
"420130",4,2025,"2025-12","apoio_ou_outra",NA
"421125",1,2025,"2025-12","apoio_ou_outra",NA
"422105",315,2025,"2025-12","apoio_ou_outra",NA
"422110",130,2025,"2025-12","apoio_ou_outra",NA
"422205",26,2025,"2025-12","apoio_ou_outra",NA
"422220",1,2025,"2025-12","apoio_ou_outra",NA
"510105",1,2025,"2025-12","apoio_ou_outra",NA
"510115",1,2025,"2025-12","apoio_ou_outra",NA
"512115",4,2025,"2025-12","apoio_ou_outra",NA
"513115",6,2025,"2025-12","apoio_ou_outra",NA
"513205",4,2025,"2025-12","apoio_ou_outra",NA
"513220",11,2025,"2025-12","apoio_ou_outra",NA
"513315",3,2025,"2025-12","apoio_ou_outra",NA
"513405",8,2025,"2025-12","apoio_ou_outra",NA
"513425",7,2025,"2025-12","apoio_ou_outra",NA
"513430",29,2025,"2025-12","apoio_ou_outra",NA
"513505",10,2025,"2025-12","apoio_ou_outra",NA
"514110",3,2025,"2025-12","apoio_ou_outra",NA
"514120",1,2025,"2025-12","apoio_ou_outra",NA
"514225",6,2025,"2025-12","apoio_ou_outra",NA
"514230",4,2025,"2025-12","apoio_ou_outra",NA
"514310",1,2025,"2025-12","apoio_ou_outra",NA
"514320",349,2025,"2025-12","apoio_ou_outra",NA
"515105",138,2025,"2025-12","principal","Agentes comunitários de saúde e afins"
"515110",26,2025,"2025-12","principal","Agentes comunitários de saúde e afins"
"515120",1,2025,"2025-12","principal","Agentes comunitários de saúde e afins"
"515140",380,2025,"2025-12","principal","Agentes comunitários de saúde e afins"
"515205",1,2025,"2025-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"515210",3,2025,"2025-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"515215",79,2025,"2025-12","principal","Diagnóstico e laboratório – técnicos e auxiliares"
"515305",4,2025,"2025-12","apoio_ou_outra",NA
"516210",5,2025,"2025-12","apoio_ou_outra",NA
"516220",12,2025,"2025-12","apoio_ou_outra",NA
"516335",3,2025,"2025-12","apoio_ou_outra",NA
"516345",15,2025,"2025-12","apoio_ou_outra",NA
"517110",2,2025,"2025-12","apoio_ou_outra",NA
"517330",5,2025,"2025-12","apoio_ou_outra",NA
"517410",11,2025,"2025-12","apoio_ou_outra",NA
"517420",136,2025,"2025-12","apoio_ou_outra",NA
"519110",7,2025,"2025-12","apoio_ou_outra",NA
"519305",3,2025,"2025-12","apoio_ou_outra",NA
"521130",32,2025,"2025-12","apoio_ou_outra",NA
"715125",1,2025,"2025-12","apoio_ou_outra",NA
"715210",2,2025,"2025-12","apoio_ou_outra",NA
"715505",1,2025,"2025-12","apoio_ou_outra",NA
"715615",4,2025,"2025-12","apoio_ou_outra",NA
"716610",2,2025,"2025-12","apoio_ou_outra",NA
"717020",3,2025,"2025-12","apoio_ou_outra",NA
"724110",1,2025,"2025-12","apoio_ou_outra",NA
"763010",2,2025,"2025-12","apoio_ou_outra",NA
"763210",1,2025,"2025-12","apoio_ou_outra",NA
"763215",1,2025,"2025-12","apoio_ou_outra",NA
"766150",3,2025,"2025-12","apoio_ou_outra",NA
"766420",1,2025,"2025-12","apoio_ou_outra",NA
"782305",37,2025,"2025-12","apoio_ou_outra",NA
"782310",5,2025,"2025-12","apoio_ou_outra",NA
"782320",106,2025,"2025-12","apoio_ou_outra",NA
"784205",14,2025,"2025-12","apoio_ou_outra",NA
"818110",1,2025,"2025-12","apoio_ou_outra",NA
"840105",2,2025,"2025-12","apoio_ou_outra",NA
"862120",1,2025,"2025-12","apoio_ou_outra",NA
"915305",1,2025,"2025-12","apoio_ou_outra",NA
"951105",2,2025,"2025-12","apoio_ou_outra",NA
"992210",3,2025,"2025-12","apoio_ou_outra",NA
