nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,municipio_codigo,municipio,ano_codigo,ano,variavel_codigo,variavel
6,Município,2,%,0.54,3301009,Campos dos Goytacazes (RJ),2002,2002,6573,"Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, do Brasil"
6,Município,40,Mil Reais,838893,3301009,Campos dos Goytacazes (RJ),2002,2002,525,"Valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social"
6,Município,2,%,6.85,3301009,Campos dos Goytacazes (RJ),2002,2002,528,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes total"
6,Município,2,%,76.05,3301009,Campos dos Goytacazes (RJ),2002,2002,563,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social da microrregião geográfic"
6,Município,2,%,50.95,3301009,Campos dos Goytacazes (RJ),2002,2002,562,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social da mesorregião geográfica"
6,Município,2,%,2.67,3301009,Campos dos Goytacazes (RJ),2002,2002,527,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social da unidade da federação"
6,Município,2,%,0.87,3301009,Campos dos Goytacazes (RJ),2002,2002,550,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social da grande região"
6,Município,2,%,0.4,3301009,Campos dos Goytacazes (RJ),2002,2002,526,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social do Brasil"
6,Município,40,Mil Reais,15297742,3301009,Campos dos Goytacazes (RJ),2003,2003,37,Produto Interno Bruto a preços correntes
6,Município,2,%,93.02,3301009,Campos dos Goytacazes (RJ),2003,2003,553,Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da microrregião geográfica
6,Município,2,%,63.07,3301009,Campos dos Goytacazes (RJ),2003,2003,552,Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da mesorregião geográfica
6,Município,2,%,7.55,3301009,Campos dos Goytacazes (RJ),2003,2003,497,Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da unidade da federação
6,Município,2,%,1.58,3301009,Campos dos Goytacazes (RJ),2003,2003,530,Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da grande região
6,Município,2,%,0.89,3301009,Campos dos Goytacazes (RJ),2003,2003,496,Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes do Brasil
6,Município,40,Mil Reais,294189,3301009,Campos dos Goytacazes (RJ),2003,2003,543,"Impostos, líquidos de subsídios, sobre produtos a preços correntes"
6,Município,2,%,90.67,3301009,Campos dos Goytacazes (RJ),2003,2003,571,"Participação dos impostos, líquidos de subsídios, sobre produtos a preços correntes nos impostos, líquidos de subsídios, sobre produtos a preços correntes da microrregião geográfica"
6,Município,2,%,23.99,3301009,Campos dos Goytacazes (RJ),2003,2003,570,"Participação dos impostos, líquidos de subsídios, sobre produtos a preços correntes nos impostos, líquidos de subsídios, sobre produtos a preços correntes da mesorregião geográfica"
6,Município,2,%,1.08,3301009,Campos dos Goytacazes (RJ),2003,2003,545,"Participação dos impostos, líquidos de subsídios, sobre produtos a preços correntes nos impostos, líquidos de subsídios, sobre produtos a preços correntes da unidade da federação"
6,Município,2,%,0.19,3301009,Campos dos Goytacazes (RJ),2003,2003,551,"Participação dos impostos, líquidos de subsídios, sobre produtos a preços correntes nos impostos, líquidos de subsídios, sobre produtos a preços correntes da grande região"
6,Município,2,%,0.12,3301009,Campos dos Goytacazes (RJ),2003,2003,544,"Participação dos impostos, líquidos de subsídios, sobre produtos a preços correntes nos impostos, líquidos de subsídios, sobre produtos a preços correntes do Brasil"
6,Município,40,Mil Reais,15003553,3301009,Campos dos Goytacazes (RJ),2003,2003,498,Valor adicionado bruto a preços correntes total
6,Município,2,%,93.07,3301009,Campos dos Goytacazes (RJ),2003,2003,555,Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da microrregião geográfica
6,Município,2,%,65.15,3301009,Campos dos Goytacazes (RJ),2003,2003,554,Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da mesorregião geográfica
6,Município,2,%,8.55,3301009,Campos dos Goytacazes (RJ),2003,2003,500,Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da unidade da federação
6,Município,2,%,1.83,3301009,Campos dos Goytacazes (RJ),2003,2003,546,Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região
6,Município,2,%,1.02,3301009,Campos dos Goytacazes (RJ),2003,2003,499,Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total do Brasil
6,Município,40,Mil Reais,93849,3301009,Campos dos Goytacazes (RJ),2003,2003,513,Valor adicionado bruto a preços correntes da agropecuária
6,Município,2,%,0.63,3301009,Campos dos Goytacazes (RJ),2003,2003,516,Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total
6,Município,2,%,51.38,3301009,Campos dos Goytacazes (RJ),2003,2003,557,Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da microrregião geográfica
6,Município,2,%,41.08,3301009,Campos dos Goytacazes (RJ),2003,2003,556,Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da mesorregião geográfica
6,Município,2,%,10.48,3301009,Campos dos Goytacazes (RJ),2003,2003,515,Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da unidade da federação
6,Município,2,%,0.37,3301009,Campos dos Goytacazes (RJ),2003,2003,547,Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região
6,Município,2,%,0.09,3301009,Campos dos Goytacazes (RJ),2003,2003,514,Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária do Brasil
6,Município,40,Mil Reais,9848132,3301009,Campos dos Goytacazes (RJ),2003,2003,517,Valor adicionado bruto a preços correntes da indústria
6,Município,2,%,65.64,3301009,Campos dos Goytacazes (RJ),2003,2003,520,Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes total
6,Município,2,%,95.58,3301009,Campos dos Goytacazes (RJ),2003,2003,559,Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da microrregião geográfica
6,Município,2,%,68.93,3301009,Campos dos Goytacazes (RJ),2003,2003,558,Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da mesorregião geográfica
6,Município,2,%,19.74,3301009,Campos dos Goytacazes (RJ),2003,2003,519,Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da unidade da federação
6,Município,2,%,4.1,3301009,Campos dos Goytacazes (RJ),2003,2003,548,Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região
6,Município,2,%,2.48,3301009,Campos dos Goytacazes (RJ),2003,2003,518,Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria do Brasil
6,Município,40,Mil Reais,4087698,3301009,Campos dos Goytacazes (RJ),2003,2003,6575,"Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
6,Município,2,%,27.24,3301009,Campos dos Goytacazes (RJ),2003,2003,6574,"Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes total"
6,Município,2,%,93.49,3301009,Campos dos Goytacazes (RJ),2003,2003,6571,"Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, da microrregião geográfica"
6,Município,2,%,61.86,3301009,Campos dos Goytacazes (RJ),2003,2003,6570,"Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, da mesorregião geográfica"
6,Município,2,%,4.51,3301009,Campos dos Goytacazes (RJ),2003,2003,6572,"Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, da unidade da federação"
6,Município,2,%,0.92,3301009,Campos dos Goytacazes (RJ),2003,2003,6569,"Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, da grande região"
6,Município,2,%,0.56,3301009,Campos dos Goytacazes (RJ),2003,2003,6573,"Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, do Brasil"
6,Município,40,Mil Reais,973874,3301009,Campos dos Goytacazes (RJ),2003,2003,525,"Valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social"
6,Município,2,%,6.49,3301009,Campos dos Goytacazes (RJ),2003,2003,528,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes total"
6,Município,2,%,77.18,3301009,Campos dos Goytacazes (RJ),2003,2003,563,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social da microrregião geográfic"
6,Município,2,%,51.06,3301009,Campos dos Goytacazes (RJ),2003,2003,562,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social da mesorregião geográfica"
6,Município,2,%,2.87,3301009,Campos dos Goytacazes (RJ),2003,2003,527,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social da unidade da federação"
6,Município,2,%,0.91,3301009,Campos dos Goytacazes (RJ),2003,2003,550,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social da grande região"
6,Município,2,%,0.41,3301009,Campos dos Goytacazes (RJ),2003,2003,526,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social do Brasil"
6,Município,40,Mil Reais,17866505,3301009,Campos dos Goytacazes (RJ),2004,2004,37,Produto Interno Bruto a preços correntes
6,Município,2,%,92.6,3301009,Campos dos Goytacazes (RJ),2004,2004,553,Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da microrregião geográfica
6,Município,2,%,62.83,3301009,Campos dos Goytacazes (RJ),2004,2004,552,Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da mesorregião geográfica
6,Município,2,%,7.41,3301009,Campos dos Goytacazes (RJ),2004,2004,497,Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da unidade da federação
6,Município,2,%,1.62,3301009,Campos dos Goytacazes (RJ),2004,2004,530,Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da grande região
6,Município,2,%,0.91,3301009,Campos dos Goytacazes (RJ),2004,2004,496,Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes do Brasil
6,Município,40,Mil Reais,347660,3301009,Campos dos Goytacazes (RJ),2004,2004,543,"Impostos, líquidos de subsídios, sobre produtos a preços correntes"
6,Município,2,%,90.67,3301009,Campos dos Goytacazes (RJ),2004,2004,571,"Participação dos impostos, líquidos de subsídios, sobre produtos a preços correntes nos impostos, líquidos de subsídios, sobre produtos a preços correntes da microrregião geográfica"
6,Município,2,%,23.45,3301009,Campos dos Goytacazes (RJ),2004,2004,570,"Participação dos impostos, líquidos de subsídios, sobre produtos a preços correntes nos impostos, líquidos de subsídios, sobre produtos a preços correntes da mesorregião geográfica"
6,Município,2,%,0.84,3301009,Campos dos Goytacazes (RJ),2004,2004,545,"Participação dos impostos, líquidos de subsídios, sobre produtos a preços correntes nos impostos, líquidos de subsídios, sobre produtos a preços correntes da unidade da federação"
6,Município,2,%,0.19,3301009,Campos dos Goytacazes (RJ),2004,2004,551,"Participação dos impostos, líquidos de subsídios, sobre produtos a preços correntes nos impostos, líquidos de subsídios, sobre produtos a preços correntes da grande região"
6,Município,2,%,0.12,3301009,Campos dos Goytacazes (RJ),2004,2004,544,"Participação dos impostos, líquidos de subsídios, sobre produtos a preços correntes nos impostos, líquidos de subsídios, sobre produtos a preços correntes do Brasil"
6,Município,40,Mil Reais,17518844,3301009,Campos dos Goytacazes (RJ),2004,2004,498,Valor adicionado bruto a preços correntes total
6,Município,2,%,92.64,3301009,Campos dos Goytacazes (RJ),2004,2004,555,Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da microrregião geográfica
6,Município,2,%,64.99,3301009,Campos dos Goytacazes (RJ),2004,2004,554,Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da mesorregião geográfica
6,Município,2,%,8.77,3301009,Campos dos Goytacazes (RJ),2004,2004,500,Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da unidade da federação
6,Município,2,%,1.9,3301009,Campos dos Goytacazes (RJ),2004,2004,546,Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região
6,Município,2,%,1.05,3301009,Campos dos Goytacazes (RJ),2004,2004,499,Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total do Brasil
6,Município,40,Mil Reais,114699,3301009,Campos dos Goytacazes (RJ),2004,2004,513,Valor adicionado bruto a preços correntes da agropecuária
6,Município,2,%,0.65,3301009,Campos dos Goytacazes (RJ),2004,2004,516,Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total
6,Município,2,%,49.05,3301009,Campos dos Goytacazes (RJ),2004,2004,557,Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da microrregião geográfica
6,Município,2,%,39.49,3301009,Campos dos Goytacazes (RJ),2004,2004,556,Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da mesorregião geográfica
6,Município,2,%,9.11,3301009,Campos dos Goytacazes (RJ),2004,2004,515,Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da unidade da federação
6,Município,2,%,0.41,3301009,Campos dos Goytacazes (RJ),2004,2004,547,Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região
6,Município,2,%,0.1,3301009,Campos dos Goytacazes (RJ),2004,2004,514,Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária do Brasil
6,Município,40,Mil Reais,11847739,3301009,Campos dos Goytacazes (RJ),2004,2004,517,Valor adicionado bruto a preços correntes da indústria
6,Município,2,%,67.63,3301009,Campos dos Goytacazes (RJ),2004,2004,520,Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes total
6,Município,2,%,95.06,3301009,Campos dos Goytacazes (RJ),2004,2004,559,Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da microrregião geográfica
6,Município,2,%,68.95,3301009,Campos dos Goytacazes (RJ),2004,2004,558,Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da mesorregião geográfica
6,Município,2,%,19.52,3301009,Campos dos Goytacazes (RJ),2004,2004,519,Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da unidade da federação
6,Município,2,%,4.15,3301009,Campos dos Goytacazes (RJ),2004,2004,548,Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região
6,Município,2,%,2.49,3301009,Campos dos Goytacazes (RJ),2004,2004,518,Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria do Brasil
6,Município,40,Mil Reais,4440821,3301009,Campos dos Goytacazes (RJ),2004,2004,6575,"Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
6,Município,2,%,25.35,3301009,Campos dos Goytacazes (RJ),2004,2004,6574,"Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes total"
6,Município,2,%,92.86,3301009,Campos dos Goytacazes (RJ),2004,2004,6571,"Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, da microrregião geográfica"
6,Município,2,%,61.16,3301009,Campos dos Goytacazes (RJ),2004,2004,6570,"Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, da mesorregião geográfica"
6,Município,2,%,4.41,3301009,Campos dos Goytacazes (RJ),2004,2004,6572,"Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, da unidade da federação"
6,Município,2,%,0.91,3301009,Campos dos Goytacazes (RJ),2004,2004,6569,"Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, da grande região"
6,Município,2,%,0.54,3301009,Campos dos Goytacazes (RJ),2004,2004,6573,"Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, do Brasil"
6,Município,40,Mil Reais,1115586,3301009,Campos dos Goytacazes (RJ),2004,2004,525,"Valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social"
6,Município,2,%,6.37,3301009,Campos dos Goytacazes (RJ),2004,2004,528,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes total"
6,Município,2,%,77.92,3301009,Campos dos Goytacazes (RJ),2004,2004,563,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social da microrregião geográfic"
6,Município,2,%,50.27,3301009,Campos dos Goytacazes (RJ),2004,2004,562,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social da mesorregião geográfica"
6,Município,2,%,3,3301009,Campos dos Goytacazes (RJ),2004,2004,527,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social da unidade da federação"
6,Município,2,%,0.96,3301009,Campos dos Goytacazes (RJ),2004,2004,550,"Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social da grande região"
