nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,municipio_codigo,municipio,ano_codigo,ano,variavel_codigo,variavel,tipo_de_rebanho_codigo,tipo_de_rebanho
6,Município,24,Cabeças,1260,3301009,Campos dos Goytacazes (RJ),2014,2014,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,68000,3301009,Campos dos Goytacazes (RJ),2014,2014,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,26000,3301009,Campos dos Goytacazes (RJ),2014,2014,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2014,2014,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,232398,3301009,Campos dos Goytacazes (RJ),2015,2015,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,949,3301009,Campos dos Goytacazes (RJ),2015,2015,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,6474,3301009,Campos dos Goytacazes (RJ),2015,2015,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,3500,3301009,Campos dos Goytacazes (RJ),2015,2015,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,413,3301009,Campos dos Goytacazes (RJ),2015,2015,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,101,3301009,Campos dos Goytacazes (RJ),2015,2015,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,1386,3301009,Campos dos Goytacazes (RJ),2015,2015,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,61000,3301009,Campos dos Goytacazes (RJ),2015,2015,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,23000,3301009,Campos dos Goytacazes (RJ),2015,2015,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2015,2015,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,248016,3301009,Campos dos Goytacazes (RJ),2016,2016,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,876,3301009,Campos dos Goytacazes (RJ),2016,2016,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,7493,3301009,Campos dos Goytacazes (RJ),2016,2016,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,5775,3301009,Campos dos Goytacazes (RJ),2016,2016,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,683,3301009,Campos dos Goytacazes (RJ),2016,2016,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,126,3301009,Campos dos Goytacazes (RJ),2016,2016,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,1546,3301009,Campos dos Goytacazes (RJ),2016,2016,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,73758,3301009,Campos dos Goytacazes (RJ),2016,2016,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,27800,3301009,Campos dos Goytacazes (RJ),2016,2016,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2016,2016,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,268046,3301009,Campos dos Goytacazes (RJ),2017,2017,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,803,3301009,Campos dos Goytacazes (RJ),2017,2017,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,8009,3301009,Campos dos Goytacazes (RJ),2017,2017,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,5780,3301009,Campos dos Goytacazes (RJ),2017,2017,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,812,3301009,Campos dos Goytacazes (RJ),2017,2017,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,77,3301009,Campos dos Goytacazes (RJ),2017,2017,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,1659,3301009,Campos dos Goytacazes (RJ),2017,2017,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,61790,3301009,Campos dos Goytacazes (RJ),2017,2017,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,28000,3301009,Campos dos Goytacazes (RJ),2017,2017,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2017,2017,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,276123,3301009,Campos dos Goytacazes (RJ),2018,2018,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,934,3301009,Campos dos Goytacazes (RJ),2018,2018,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,8000,3301009,Campos dos Goytacazes (RJ),2018,2018,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,5110,3301009,Campos dos Goytacazes (RJ),2018,2018,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,715,3301009,Campos dos Goytacazes (RJ),2018,2018,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,700,3301009,Campos dos Goytacazes (RJ),2018,2018,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,1950,3301009,Campos dos Goytacazes (RJ),2018,2018,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,58817,3301009,Campos dos Goytacazes (RJ),2018,2018,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,26653,3301009,Campos dos Goytacazes (RJ),2018,2018,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2018,2018,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,282735,3301009,Campos dos Goytacazes (RJ),2019,2019,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,851,3301009,Campos dos Goytacazes (RJ),2019,2019,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,9276,3301009,Campos dos Goytacazes (RJ),2019,2019,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,5632,3301009,Campos dos Goytacazes (RJ),2019,2019,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,788,3301009,Campos dos Goytacazes (RJ),2019,2019,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,688,3301009,Campos dos Goytacazes (RJ),2019,2019,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,2119,3301009,Campos dos Goytacazes (RJ),2019,2019,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,58817,3301009,Campos dos Goytacazes (RJ),2019,2019,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,26653,3301009,Campos dos Goytacazes (RJ),2019,2019,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2019,2019,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,274798,3301009,Campos dos Goytacazes (RJ),2020,2020,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,892,3301009,Campos dos Goytacazes (RJ),2020,2020,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,10597,3301009,Campos dos Goytacazes (RJ),2020,2020,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,5701,3301009,Campos dos Goytacazes (RJ),2020,2020,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,805,3301009,Campos dos Goytacazes (RJ),2020,2020,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,688,3301009,Campos dos Goytacazes (RJ),2020,2020,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,2124,3301009,Campos dos Goytacazes (RJ),2020,2020,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,45659,3301009,Campos dos Goytacazes (RJ),2020,2020,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,23776,3301009,Campos dos Goytacazes (RJ),2020,2020,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2020,2020,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,289162,3301009,Campos dos Goytacazes (RJ),2021,2021,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,1632,3301009,Campos dos Goytacazes (RJ),2021,2021,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,11617,3301009,Campos dos Goytacazes (RJ),2021,2021,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,5500,3301009,Campos dos Goytacazes (RJ),2021,2021,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,783,3301009,Campos dos Goytacazes (RJ),2021,2021,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,600,3301009,Campos dos Goytacazes (RJ),2021,2021,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,2054,3301009,Campos dos Goytacazes (RJ),2021,2021,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,47000,3301009,Campos dos Goytacazes (RJ),2021,2021,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,25000,3301009,Campos dos Goytacazes (RJ),2021,2021,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2021,2021,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,283444,3301009,Campos dos Goytacazes (RJ),2022,2022,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,2577,3301009,Campos dos Goytacazes (RJ),2022,2022,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,9352,3301009,Campos dos Goytacazes (RJ),2022,2022,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,5225,3301009,Campos dos Goytacazes (RJ),2022,2022,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,752,3301009,Campos dos Goytacazes (RJ),2022,2022,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,290,3301009,Campos dos Goytacazes (RJ),2022,2022,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,2073,3301009,Campos dos Goytacazes (RJ),2022,2022,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,9460,3301009,Campos dos Goytacazes (RJ),2022,2022,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,9250,3301009,Campos dos Goytacazes (RJ),2022,2022,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2022,2022,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,285223,3301009,Campos dos Goytacazes (RJ),2023,2023,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,2836,3301009,Campos dos Goytacazes (RJ),2023,2023,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,12121,3301009,Campos dos Goytacazes (RJ),2023,2023,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,5101,3301009,Campos dos Goytacazes (RJ),2023,2023,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,702,3301009,Campos dos Goytacazes (RJ),2023,2023,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,296,3301009,Campos dos Goytacazes (RJ),2023,2023,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,4550,3301009,Campos dos Goytacazes (RJ),2023,2023,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,10112,3301009,Campos dos Goytacazes (RJ),2023,2023,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,9750,3301009,Campos dos Goytacazes (RJ),2023,2023,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2023,2023,105,Efetivo dos rebanhos,2680,Codornas
6,Município,24,Cabeças,280144,3301009,Campos dos Goytacazes (RJ),2024,2024,105,Efetivo dos rebanhos,2670,Bovino
6,Município,24,Cabeças,3259,3301009,Campos dos Goytacazes (RJ),2024,2024,105,Efetivo dos rebanhos,2675,Bubalino
6,Município,24,Cabeças,12383,3301009,Campos dos Goytacazes (RJ),2024,2024,105,Efetivo dos rebanhos,2672,Equino
6,Município,24,Cabeças,3200,3301009,Campos dos Goytacazes (RJ),2024,2024,105,Efetivo dos rebanhos,32794,Suíno - total
6,Município,24,Cabeças,440,3301009,Campos dos Goytacazes (RJ),2024,2024,105,Efetivo dos rebanhos,32795,Suíno - matrizes de suínos
6,Município,24,Cabeças,338,3301009,Campos dos Goytacazes (RJ),2024,2024,105,Efetivo dos rebanhos,2681,Caprino
6,Município,24,Cabeças,2018,3301009,Campos dos Goytacazes (RJ),2024,2024,105,Efetivo dos rebanhos,2677,Ovino
6,Município,24,Cabeças,25000,3301009,Campos dos Goytacazes (RJ),2024,2024,105,Efetivo dos rebanhos,32796,Galináceos - total
6,Município,24,Cabeças,23500,3301009,Campos dos Goytacazes (RJ),2024,2024,105,Efetivo dos rebanhos,32793,Galináceos - galinhas
6,Município,24,Cabeças,NA,3301009,Campos dos Goytacazes (RJ),2024,2024,105,Efetivo dos rebanhos,2680,Codornas
