nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,municipio_codigo,municipio,ano_codigo,ano,variavel_codigo,variavel,sexo_codigo,sexo,idade_codigo,idade,forma_de_declaracao_da_idade_codigo,forma_de_declaracao_da_idade
6,Município,45,Pessoas,60,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6647,94 anos,6556,Idade presumida
6,Município,45,Pessoas,374,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,60041,95 a 99 anos,113635,Total
6,Município,45,Pessoas,217,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,60041,95 a 99 anos,6555,Data de nascimento
6,Município,45,Pessoas,157,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,60041,95 a 99 anos,6556,Idade presumida
6,Município,45,Pessoas,112,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6648,95 anos,113635,Total
6,Município,45,Pessoas,70,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6648,95 anos,6555,Data de nascimento
6,Município,45,Pessoas,42,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6648,95 anos,6556,Idade presumida
6,Município,45,Pessoas,104,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6649,96 anos,113635,Total
6,Município,45,Pessoas,58,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6649,96 anos,6555,Data de nascimento
6,Município,45,Pessoas,46,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6649,96 anos,6556,Idade presumida
6,Município,45,Pessoas,74,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6650,97 anos,113635,Total
6,Município,45,Pessoas,41,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6650,97 anos,6555,Data de nascimento
6,Município,45,Pessoas,33,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6650,97 anos,6556,Idade presumida
6,Município,45,Pessoas,48,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6651,98 anos,113635,Total
6,Município,45,Pessoas,25,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6651,98 anos,6555,Data de nascimento
6,Município,45,Pessoas,23,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6651,98 anos,6556,Idade presumida
6,Município,45,Pessoas,36,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6652,99 anos,113635,Total
6,Município,45,Pessoas,23,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6652,99 anos,6555,Data de nascimento
6,Município,45,Pessoas,13,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6652,99 anos,6556,Idade presumida
6,Município,45,Pessoas,69,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6653,100 anos ou mais,113635,Total
6,Município,45,Pessoas,41,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6653,100 anos ou mais,6555,Data de nascimento
6,Município,45,Pessoas,28,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,6794,Total,6653,100 anos ou mais,6556,Idade presumida
6,Município,45,Pessoas,230456,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,100362,Total,113635,Total
6,Município,45,Pessoas,156146,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,100362,Total,6555,Data de nascimento
6,Município,45,Pessoas,74310,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,100362,Total,6556,Idade presumida
6,Município,45,Pessoas,15231,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93070,0 a 4 anos,113635,Total
6,Município,45,Pessoas,10944,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93070,0 a 4 anos,6555,Data de nascimento
6,Município,45,Pessoas,4287,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93070,0 a 4 anos,6556,Idade presumida
6,Município,45,Pessoas,2780,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6557,Menos de 1 ano,113635,Total
6,Município,45,Pessoas,2100,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6557,Menos de 1 ano,6555,Data de nascimento
6,Município,45,Pessoas,680,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6557,Menos de 1 ano,6556,Idade presumida
6,Município,45,Pessoas,204,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93071,Menos de 1 mês,113635,Total
6,Município,45,Pessoas,190,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93071,Menos de 1 mês,6555,Data de nascimento
6,Município,45,Pessoas,14,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93071,Menos de 1 mês,6556,Idade presumida
6,Município,45,Pessoas,224,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93072,1 mês,113635,Total
6,Município,45,Pessoas,167,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93072,1 mês,6555,Data de nascimento
6,Município,45,Pessoas,57,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93072,1 mês,6556,Idade presumida
6,Município,45,Pessoas,215,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93073,2 meses,113635,Total
6,Município,45,Pessoas,155,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93073,2 meses,6555,Data de nascimento
6,Município,45,Pessoas,60,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93073,2 meses,6556,Idade presumida
6,Município,45,Pessoas,233,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93074,3 meses,113635,Total
6,Município,45,Pessoas,178,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93074,3 meses,6555,Data de nascimento
6,Município,45,Pessoas,55,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93074,3 meses,6556,Idade presumida
6,Município,45,Pessoas,231,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93075,4 meses,113635,Total
6,Município,45,Pessoas,167,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93075,4 meses,6555,Data de nascimento
6,Município,45,Pessoas,64,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93075,4 meses,6556,Idade presumida
6,Município,45,Pessoas,215,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93076,5 meses,113635,Total
6,Município,45,Pessoas,152,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93076,5 meses,6555,Data de nascimento
6,Município,45,Pessoas,63,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93076,5 meses,6556,Idade presumida
6,Município,45,Pessoas,257,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93077,6 meses,113635,Total
6,Município,45,Pessoas,182,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93077,6 meses,6555,Data de nascimento
6,Município,45,Pessoas,75,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93077,6 meses,6556,Idade presumida
6,Município,45,Pessoas,233,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93078,7 meses,113635,Total
6,Município,45,Pessoas,173,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93078,7 meses,6555,Data de nascimento
6,Município,45,Pessoas,60,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93078,7 meses,6556,Idade presumida
6,Município,45,Pessoas,245,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93079,8 meses,113635,Total
6,Município,45,Pessoas,174,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93079,8 meses,6555,Data de nascimento
6,Município,45,Pessoas,71,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93079,8 meses,6556,Idade presumida
6,Município,45,Pessoas,253,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93080,9 meses,113635,Total
6,Município,45,Pessoas,188,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93080,9 meses,6555,Data de nascimento
6,Município,45,Pessoas,65,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93080,9 meses,6556,Idade presumida
6,Município,45,Pessoas,227,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93081,10 meses,113635,Total
6,Município,45,Pessoas,179,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93081,10 meses,6555,Data de nascimento
6,Município,45,Pessoas,48,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93081,10 meses,6556,Idade presumida
6,Município,45,Pessoas,243,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93082,11 meses,113635,Total
6,Município,45,Pessoas,195,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93082,11 meses,6555,Data de nascimento
6,Município,45,Pessoas,48,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93082,11 meses,6556,Idade presumida
6,Município,45,Pessoas,2750,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6558,1 ano,113635,Total
6,Município,45,Pessoas,2084,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6558,1 ano,6555,Data de nascimento
6,Município,45,Pessoas,666,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6558,1 ano,6556,Idade presumida
6,Município,45,Pessoas,3092,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6559,2 anos,113635,Total
6,Município,45,Pessoas,2208,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6559,2 anos,6555,Data de nascimento
6,Município,45,Pessoas,884,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6559,2 anos,6556,Idade presumida
6,Município,45,Pessoas,3272,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6560,3 anos,113635,Total
6,Município,45,Pessoas,2271,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6560,3 anos,6555,Data de nascimento
6,Município,45,Pessoas,1001,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6560,3 anos,6556,Idade presumida
6,Município,45,Pessoas,3337,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6561,4 anos,113635,Total
6,Município,45,Pessoas,2281,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6561,4 anos,6555,Data de nascimento
6,Município,45,Pessoas,1056,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6561,4 anos,6556,Idade presumida
6,Município,45,Pessoas,17209,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93084,5 a 9 anos,113635,Total
6,Município,45,Pessoas,11104,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93084,5 a 9 anos,6555,Data de nascimento
6,Município,45,Pessoas,6105,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93084,5 a 9 anos,6556,Idade presumida
6,Município,45,Pessoas,3349,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6562,5 anos,113635,Total
6,Município,45,Pessoas,2186,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6562,5 anos,6555,Data de nascimento
6,Município,45,Pessoas,1163,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6562,5 anos,6556,Idade presumida
6,Município,45,Pessoas,3465,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6563,6 anos,113635,Total
6,Município,45,Pessoas,2281,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6563,6 anos,6555,Data de nascimento
6,Município,45,Pessoas,1184,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6563,6 anos,6556,Idade presumida
6,Município,45,Pessoas,3581,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6564,7 anos,113635,Total
6,Município,45,Pessoas,2329,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6564,7 anos,6555,Data de nascimento
6,Município,45,Pessoas,1252,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6564,7 anos,6556,Idade presumida
6,Município,45,Pessoas,3423,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6565,8 anos,113635,Total
6,Município,45,Pessoas,2195,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6565,8 anos,6555,Data de nascimento
6,Município,45,Pessoas,1228,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6565,8 anos,6556,Idade presumida
6,Município,45,Pessoas,3391,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6566,9 anos,113635,Total
6,Município,45,Pessoas,2113,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6566,9 anos,6555,Data de nascimento
6,Município,45,Pessoas,1278,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6566,9 anos,6556,Idade presumida
6,Município,45,Pessoas,16079,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93085,10 a 14 anos,113635,Total
6,Município,45,Pessoas,10439,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93085,10 a 14 anos,6555,Data de nascimento
6,Município,45,Pessoas,5640,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93085,10 a 14 anos,6556,Idade presumida
6,Município,45,Pessoas,3212,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6567,10 anos,113635,Total
6,Município,45,Pessoas,2086,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6567,10 anos,6555,Data de nascimento
6,Município,45,Pessoas,1126,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6567,10 anos,6556,Idade presumida
6,Município,45,Pessoas,3204,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6568,11 anos,113635,Total
6,Município,45,Pessoas,2137,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6568,11 anos,6555,Data de nascimento
6,Município,45,Pessoas,1067,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6568,11 anos,6556,Idade presumida
6,Município,45,Pessoas,3310,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6569,12 anos,113635,Total
6,Município,45,Pessoas,2140,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6569,12 anos,6555,Data de nascimento
6,Município,45,Pessoas,1170,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6569,12 anos,6556,Idade presumida
6,Município,45,Pessoas,3196,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6570,13 anos,113635,Total
6,Município,45,Pessoas,2067,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6570,13 anos,6555,Data de nascimento
6,Município,45,Pessoas,1129,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6570,13 anos,6556,Idade presumida
6,Município,45,Pessoas,3157,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6571,14 anos,113635,Total
6,Município,45,Pessoas,2009,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6571,14 anos,6555,Data de nascimento
6,Município,45,Pessoas,1148,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6571,14 anos,6556,Idade presumida
6,Município,45,Pessoas,16918,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93086,15 a 19 anos,113635,Total
6,Município,45,Pessoas,10782,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93086,15 a 19 anos,6555,Data de nascimento
6,Município,45,Pessoas,6136,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93086,15 a 19 anos,6556,Idade presumida
6,Município,45,Pessoas,3167,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6572,15 anos,113635,Total
6,Município,45,Pessoas,1961,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6572,15 anos,6555,Data de nascimento
6,Município,45,Pessoas,1206,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6572,15 anos,6556,Idade presumida
6,Município,45,Pessoas,3373,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6573,16 anos,113635,Total
6,Município,45,Pessoas,2125,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6573,16 anos,6555,Data de nascimento
6,Município,45,Pessoas,1248,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6573,16 anos,6556,Idade presumida
6,Município,45,Pessoas,3477,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6574,17 anos,113635,Total
6,Município,45,Pessoas,2235,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6574,17 anos,6555,Data de nascimento
6,Município,45,Pessoas,1242,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6574,17 anos,6556,Idade presumida
6,Município,45,Pessoas,3525,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6575,18 anos,113635,Total
6,Município,45,Pessoas,2217,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6575,18 anos,6555,Data de nascimento
6,Município,45,Pessoas,1308,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6575,18 anos,6556,Idade presumida
6,Município,45,Pessoas,3376,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6576,19 anos,113635,Total
6,Município,45,Pessoas,2244,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6576,19 anos,6555,Data de nascimento
6,Município,45,Pessoas,1132,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6576,19 anos,6556,Idade presumida
6,Município,45,Pessoas,18128,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93087,20 a 24 anos,113635,Total
6,Município,45,Pessoas,12169,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93087,20 a 24 anos,6555,Data de nascimento
6,Município,45,Pessoas,5959,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93087,20 a 24 anos,6556,Idade presumida
6,Município,45,Pessoas,3531,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6577,20 anos,113635,Total
6,Município,45,Pessoas,2249,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6577,20 anos,6555,Data de nascimento
6,Município,45,Pessoas,1282,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6577,20 anos,6556,Idade presumida
6,Município,45,Pessoas,3528,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6578,21 anos,113635,Total
6,Município,45,Pessoas,2525,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6578,21 anos,6555,Data de nascimento
6,Município,45,Pessoas,1003,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6578,21 anos,6556,Idade presumida
6,Município,45,Pessoas,3875,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6579,22 anos,113635,Total
6,Município,45,Pessoas,2595,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6579,22 anos,6555,Data de nascimento
6,Município,45,Pessoas,1280,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6579,22 anos,6556,Idade presumida
6,Município,45,Pessoas,3713,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6580,23 anos,113635,Total
6,Município,45,Pessoas,2448,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6580,23 anos,6555,Data de nascimento
6,Município,45,Pessoas,1265,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6580,23 anos,6556,Idade presumida
6,Município,45,Pessoas,3481,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6581,24 anos,113635,Total
6,Município,45,Pessoas,2352,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6581,24 anos,6555,Data de nascimento
6,Município,45,Pessoas,1129,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6581,24 anos,6556,Idade presumida
6,Município,45,Pessoas,17345,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93088,25 a 29 anos,113635,Total
6,Município,45,Pessoas,11751,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93088,25 a 29 anos,6555,Data de nascimento
6,Município,45,Pessoas,5594,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93088,25 a 29 anos,6556,Idade presumida
6,Município,45,Pessoas,3561,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6582,25 anos,113635,Total
6,Município,45,Pessoas,2278,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6582,25 anos,6555,Data de nascimento
6,Município,45,Pessoas,1283,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6582,25 anos,6556,Idade presumida
6,Município,45,Pessoas,3456,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6656,26 anos,113635,Total
6,Município,45,Pessoas,2365,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6656,26 anos,6555,Data de nascimento
6,Município,45,Pessoas,1091,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6656,26 anos,6556,Idade presumida
6,Município,45,Pessoas,3458,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6657,27 anos,113635,Total
6,Município,45,Pessoas,2444,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6657,27 anos,6555,Data de nascimento
6,Município,45,Pessoas,1014,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6657,27 anos,6556,Idade presumida
6,Município,45,Pessoas,3572,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6658,28 anos,113635,Total
6,Município,45,Pessoas,2373,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6658,28 anos,6555,Data de nascimento
6,Município,45,Pessoas,1199,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6658,28 anos,6556,Idade presumida
6,Município,45,Pessoas,3298,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6659,29 anos,113635,Total
6,Município,45,Pessoas,2291,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6659,29 anos,6555,Data de nascimento
6,Município,45,Pessoas,1007,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6659,29 anos,6556,Idade presumida
6,Município,45,Pessoas,17097,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93089,30 a 34 anos,113635,Total
6,Município,45,Pessoas,11646,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93089,30 a 34 anos,6555,Data de nascimento
6,Município,45,Pessoas,5451,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93089,30 a 34 anos,6556,Idade presumida
6,Município,45,Pessoas,3702,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6583,30 anos,113635,Total
6,Município,45,Pessoas,2242,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6583,30 anos,6555,Data de nascimento
6,Município,45,Pessoas,1460,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6583,30 anos,6556,Idade presumida
6,Município,45,Pessoas,3184,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6584,31 anos,113635,Total
6,Município,45,Pessoas,2384,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6584,31 anos,6555,Data de nascimento
6,Município,45,Pessoas,800,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6584,31 anos,6556,Idade presumida
6,Município,45,Pessoas,3554,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6585,32 anos,113635,Total
6,Município,45,Pessoas,2379,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6585,32 anos,6555,Data de nascimento
6,Município,45,Pessoas,1175,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6585,32 anos,6556,Idade presumida
6,Município,45,Pessoas,3368,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6586,33 anos,113635,Total
6,Município,45,Pessoas,2299,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6586,33 anos,6555,Data de nascimento
6,Município,45,Pessoas,1069,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6586,33 anos,6556,Idade presumida
6,Município,45,Pessoas,3289,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6587,34 anos,113635,Total
6,Município,45,Pessoas,2342,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6587,34 anos,6555,Data de nascimento
6,Município,45,Pessoas,947,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6587,34 anos,6556,Idade presumida
6,Município,45,Pessoas,17397,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93090,35 a 39 anos,113635,Total
6,Município,45,Pessoas,11778,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93090,35 a 39 anos,6555,Data de nascimento
6,Município,45,Pessoas,5619,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,93090,35 a 39 anos,6556,Idade presumida
6,Município,45,Pessoas,3645,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6588,35 anos,113635,Total
6,Município,45,Pessoas,2224,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6588,35 anos,6555,Data de nascimento
6,Município,45,Pessoas,1421,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6588,35 anos,6556,Idade presumida
6,Município,45,Pessoas,3473,3301009,Campos dos Goytacazes (RJ),2022,2022,93,População residente,4,Homens,6589,36 anos,113635,Total
